source_file,id,parent_id,training_id,author,title,source_kind,chunk_index,chunk_count,original_char_len,char_len,sentence_count,form,fine_form,split,author_split,abnormal_symbols_removed,cleaned_text,drop_reason
poet.tang.0.json,a821d9f2-e0d2-4cae-b4c4-a4b98ff6eebc,a821d9f2-e0d2-4cae-b4c4-a4b98ff6eebc,a821d9f2-e0d2-4cae-b4c4-a4b98ff6eebc#0,武則天,郊廟歌辭 武后明堂樂章 商音,original,0,1,32,32,8,其他,其他,train,train,,律中夷则，序应收成。功宣建武，义表惟明。爰申礼奠，庶展翘诚。九秋是式，百谷斯盈,duplicate
poet.tang.0.json,8348c6df-d5c2-46c1-9f5d-4b9ad210a033,8348c6df-d5c2-46c1-9f5d-4b9ad210a033,8348c6df-d5c2-46c1-9f5d-4b9ad210a033#0,武則天,郊廟歌辭 武后明堂樂章 羽音,original,0,1,24,24,4,其他,其他,train,train,,葭律肇启隆冬，苹藻攸陈飨祭。黄钟既陈玉烛，红粒方殷稔岁,duplicate
poet.tang.0.json,67cecd8e-3739-47ab-a664-a3181bc2fc5c,67cecd8e-3739-47ab-a664-a3181bc2fc5c,67cecd8e-3739-47ab-a664-a3181bc2fc5c#0,不詳,郊廟歌辭 武后大享拜洛樂章 致和,original,0,1,32,32,4,其他,其他,train,train,,神功不测兮运阴阳，包藏万宇兮孕八荒。天符既出兮帝业昌，愿临明祀兮降祯祥,duplicate
poet.tang.0.json,5c7a41e6-d997-46f3-a6b2-bac41d354e35,5c7a41e6-d997-46f3-a6b2-bac41d354e35,5c7a41e6-d997-46f3-a6b2-bac41d354e35#0,不詳,郊廟歌辭 武后大享拜洛樂章 咸和,original,0,1,42,42,7,其他,其他,train,train,,坎泽祠容备举，坤坛祭典爰申。灵睠遥行秘躅，嘉贶荐委殊珍。肃礼恭禋载展，翘襟邈志逾殷。方期交际悬应,duplicate
poet.tang.0.json,e23a8660-0f59-4a83-8593-28fe70439e76,e23a8660-0f59-4a83-8593-28fe70439e76,e23a8660-0f59-4a83-8593-28fe70439e76#0,不詳,郊廟歌辭 武后大享拜洛樂章 九和,original,0,1,32,32,8,其他,其他,train,test,,祗荷坤德，钦若干灵。慙惕罔寘，兴居匪宁。恭崇礼则，肃奉仪形。惟凭展敬，敢荐非馨,duplicate
poet.tang.0.json,327ba2ad-484a-4131-b902-17b0938ea157,327ba2ad-484a-4131-b902-17b0938ea157,327ba2ad-484a-4131-b902-17b0938ea157#0,不詳,郊廟歌辭 武后大享拜洛樂章 顯和,original,0,1,40,40,8,五言,五言律诗,train,train,,菲躬承睿顾，薄德忝坤仪。干干遵后命，翼翼奉先规。抚俗勤虽切，还淳化尚亏。未能弘至道，何以契明祇,duplicate
poet.tang.0.json,b815af7f-d48d-4db1-9b2f-22cb3117497d,b815af7f-d48d-4db1-9b2f-22cb3117497d,b815af7f-d48d-4db1-9b2f-22cb3117497d#0,不詳,郊廟歌辭 武后大享拜洛樂章 顯和,original,0,1,36,36,6,其他,其他,train,test,,顾德有慙虚菲，明祇屡降祯符。汜水初呈秘象，温洛荐表昌图。玄泽流恩载洽，丹襟荷渥增愉,duplicate
poet.tang.0.json,ca5a942e-3be3-43f9-b962-847374e44b02,ca5a942e-3be3-43f9-b962-847374e44b02,ca5a942e-3be3-43f9-b962-847374e44b02#0,不詳,郊廟歌辭 武后大享拜洛樂章 通和,original,0,1,32,32,8,其他,其他,train,train,,皇皇灵睠，穆穆神心。暂动凝质，还归积阴。功玄枢纽，理寂高深。衔恩佩德，耸志翘襟,duplicate
poet.tang.0.json,e3cb5d89-401f-42ca-8694-6e30d10c049c,e3cb5d89-401f-42ca-8694-6e30d10c049c,e3cb5d89-401f-42ca-8694-6e30d10c049c#0,魏徵、褚亮,郊廟歌辭 享太廟樂章 壽和,original,0,1,16,16,4,其他,其他,train,train,,八音斯奏，三献毕陈。宝祚惟永，晖光日新,duplicate
poet.tang.0.json,eb23e85d-52f7-41bc-aef5-25b219f6f699,eb23e85d-52f7-41bc-aef5-25b219f6f699,eb23e85d-52f7-41bc-aef5-25b219f6f699#0,張說,郊廟歌辭 享太廟樂章 凱安四章 四,original,0,1,40,40,8,五言,五言律诗,train,train,,烈祖顺三灵，文宗威四海。黄钺诛群盗，朱旗扫多罪。戢兵天下安，约法人心改。大哉干羽意，长见风云在,duplicate
poet.tang.0.json,0cb1c0b0-5d86-4916-8d89-6ff586e84308,0cb1c0b0-5d86-4916-8d89-6ff586e84308,0cb1c0b0-5d86-4916-8d89-6ff586e84308#0,不詳,郊廟歌辭 武后崇先廟樂章,original,0,1,72,72,12,其他,其他,train,train,,先德谦㧑冠昔，严规节素超今。奉国忠诚每竭，承家至孝纯深。追崇惧乖尊意，显号恐玷徽音。既迫王公屡请，方乃俯遂群心。有限无由展敬，奠醑每阙亲斟。大礼虔申典册，苹藻敬荐翘襟,duplicate
poet.tang.1000.json,c8b8e2e8-9352-4d4a-ad32-f66c1e622fff,c8b8e2e8-9352-4d4a-ad32-f66c1e622fff,c8b8e2e8-9352-4d4a-ad32-f66c1e622fff#0,顧況,橫吹曲辭 長安道,original,0,1,0,0,0,空文本,空文本,train,valid,,,empty
poet.tang.1000.json,44a1f752-1141-4011-8fee-be45b5100d07,44a1f752-1141-4011-8fee-be45b5100d07,44a1f752-1141-4011-8fee-be45b5100d07#2,李白,相和歌辭 胡無人行,long_poem_chunk,2,2,126,6,2,其他,其他,train,train,,胡无人，汉道昌,too_short_chunk
poet.tang.10000.json,157dde0c-9fb0-4ca2-8c33-6f412582c028,157dde0c-9fb0-4ca2-8c33-6f412582c028,157dde0c-9fb0-4ca2-8c33-6f412582c028#0,李康成,自君之出矣,original,0,1,20,20,4,五言,五言绝句,train,train,,自君之出矣，弦吹绝无声。思君如百草，撩乱逐春生,duplicate
poet.tang.10000.json,28b2515e-49c3-49f9-8702-d7b63a8136f4,28b2515e-49c3-49f9-8702-d7b63a8136f4,28b2515e-49c3-49f9-8702-d7b63a8136f4#0,包佶,祀風師樂章 迎神,original,0,1,32,32,8,其他,其他,train,train,,太皞御气，句芒肇功。苍龙青旗，爰候祥风。律以和应，神以感通。鼎俎修蚃，时惟礼崇,duplicate
poet.tang.10000.json,28e9732b-57cd-451d-b6f1-80004f369685,28e9732b-57cd-451d-b6f1-80004f369685,28e9732b-57cd-451d-b6f1-80004f369685#0,包佶,祀風師樂章 亞獻終獻,original,0,1,24,24,8,其他,其他,valid,train,,膋芗备，玉帛陈。风动物，乐感神。三献终，百神臻。草木荣，天下春,duplicate
poet.tang.10000.json,a97b3c58-cbd4-419d-a959-8b4c3beeb3ad,a97b3c58-cbd4-419d-a959-8b4c3beeb3ad,a97b3c58-cbd4-419d-a959-8b4c3beeb3ad#0,包佶,祀雨師樂章 迎俎酌獻,original,0,1,32,32,8,其他,其他,test,train,,阳开幽蛰，躬奉郁鬯。礼备节应，震来灵降。动植求声，飞沈允望。时康气茂，惟神之贶,duplicate
poet.tang.10000.json,d09d1609-8bf2-4982-82e3-83cce2ef2a91,d09d1609-8bf2-4982-82e3-83cce2ef2a91,d09d1609-8bf2-4982-82e3-83cce2ef2a91#0,包佶,祀雨師樂章 亞獻終獻,original,0,1,24,24,8,其他,其他,train,train,,奠既备，献将终。神行令，瑞飞空。迎干德，祈岁功。乘烟燎，俨从风,duplicate
poet.tang.10000.json,44e3940f-60cb-4554-a34f-44c4e20939b5,44e3940f-60cb-4554-a34f-44c4e20939b5,44e3940f-60cb-4554-a34f-44c4e20939b5#0,包佶,祀雨師樂章 送神,original,0,1,56,56,8,七言,七言律诗,train,train,,整驾升车望寥廓，垂阴荐祉荡昏氛。飨时灵贶僾如在，乐罢余声遥可闻。饮福陈诚礼容备，撤俎终献曙光分。跪拜临坛结空想，年年应节候油云,duplicate
poet.tang.10000.json,2a8dc382-dabc-4d44-933a-a9cd5d1d198f,2a8dc382-dabc-4d44-933a-a9cd5d1d198f,2a8dc382-dabc-4d44-933a-a9cd5d1d198f#0,包何,寄楊侍御,original,0,1,28,28,4,七言,七言绝句,train,train,,一官何幸得同时，十载无媒独见遗。今日不论腰下组，请君看取鬓边丝,duplicate
poet.tang.10000.json,b44f7786-9795-41c3-b69e-cee35d6154b9,b44f7786-9795-41c3-b69e-cee35d6154b9,b44f7786-9795-41c3-b69e-cee35d6154b9#0,高適,薊門行五首 一,original,0,1,30,30,6,五言,五言其他,train,train,,蓟门逢古老，独立思氛氲。一身既零丁，头鬓白纷纷。勋庸今已矣，不识霍将军,duplicate
poet.tang.10000.json,9788cd7e-a89d-4061-8f6e-fcb4d46f8e3a,9788cd7e-a89d-4061-8f6e-fcb4d46f8e3a,9788cd7e-a89d-4061-8f6e-fcb4d46f8e3a#0,高適,薊門行五首 四,original,0,1,30,30,6,五言,五言其他,test,train,,幽州多骑射，结发重横行。一朝事将军，出入有声名。纷纷猎秋草，相向角弓鸣,duplicate
poet.tang.10000.json,370b53ae-949e-45cf-92b0-3aca072c1b86,370b53ae-949e-45cf-92b0-3aca072c1b86,370b53ae-949e-45cf-92b0-3aca072c1b86#2,杜甫,麗人行,long_poem_chunk,2,2,178,56,8,七言,七言律诗,test,train,,箫鼓哀吟感鬼神，宾从杂遝实要津。后来鞍马何逡巡，当轩下马入锦茵。杨花雪落覆白苹，青鸟飞去衔红巾。炙手可热势绝伦，慎莫近前丞相嗔,duplicate_chunk
poet.tang.10000.json,c95e1e06-9ca3-46b0-9a8b-f5673b9c7e7d,c95e1e06-9ca3-46b0-9a8b-f5673b9c7e7d,c95e1e06-9ca3-46b0-9a8b-f5673b9c7e7d#0,杜甫,前出塞九首 二,original,0,1,40,40,8,五言,五言律诗,train,train,,出门日已远，不受徒旅欺。骨肉恩岂断，男儿死无时。走马脱辔头，手中挑青丝。捷下万仞冈，俯身试搴旗,duplicate
poet.tang.10000.json,253b667d-e9bb-44ec-8ea9-03e1d552d9a7,253b667d-e9bb-44ec-8ea9-03e1d552d9a7,253b667d-e9bb-44ec-8ea9-03e1d552d9a7#0,杜甫,前出塞九首 四,original,0,1,40,40,8,五言,五言律诗,train,train,,送徒既有长，远戍亦有身。生死向前去，不劳吏怒嗔。路逢相识人，附书与六亲。哀哉两决绝，不复同苦辛,duplicate
poet.tang.10000.json,9434b028-3ff5-4d33-866b-e0e2b2d6dc70,9434b028-3ff5-4d33-866b-e0e2b2d6dc70,9434b028-3ff5-4d33-866b-e0e2b2d6dc70#0,杜甫,前出塞九首 五,original,0,1,40,40,8,五言,五言律诗,train,train,,迢迢万余里，领我赴三军。军中异苦乐，主将宁尽闻。隔河见胡骑，倏忽数百群。我始为奴仆，几时树功勋,duplicate
poet.tang.10000.json,a4b24339-00c0-4745-b66f-11216db55ef6,a4b24339-00c0-4745-b66f-11216db55ef6,a4b24339-00c0-4745-b66f-11216db55ef6#0,杜甫,前出塞九首 八,original,0,1,40,40,8,五言,五言律诗,test,train,,单于寇我垒，百里风尘昏。雄劒四五动，彼军为我奔。虏其名王归，系颈授辕门。潜身备行列，一胜何足论,duplicate
poet.tang.10000.json,39f9beec-1292-4208-a8b5-ec971ac6d965,39f9beec-1292-4208-a8b5-ec971ac6d965,39f9beec-1292-4208-a8b5-ec971ac6d965#0,杜甫,前出塞九首 九,original,0,1,40,40,8,五言,五言律诗,train,train,,从军十年余，能无分寸功。众人贵苟得，欲语羞雷同。中原有鬬争，况在狄与戎。丈夫四方志，安可辞固穷,duplicate
poet.tang.10000.json,39687061-12a7-4ac3-b911-eb7419d4ac3e,39687061-12a7-4ac3-b911-eb7419d4ac3e,39687061-12a7-4ac3-b911-eb7419d4ac3e#0,杜甫,後出塞五首 一,original,0,1,70,70,14,五言,五言长篇/排律,train,train,,男儿生世间，及壮当封侯。战伐有功业，焉能守旧丘。召募赴蓟门，军动不可留。千金买马鞭，百金装刀头。闾里送我行，亲戚拥道周。斑白居上列，酒酣进庶羞。少年别有赠，含笑看吴钩,duplicate
poet.tang.10000.json,0e981612-b3bb-4124-93a1-06e4abd82099,0e981612-b3bb-4124-93a1-06e4abd82099,0e981612-b3bb-4124-93a1-06e4abd82099#0,杜甫,後出塞五首 二,original,0,1,60,60,12,五言,五言长篇/排律,train,train,,朝进东门营，暮上河阳桥。落日照大旗，马鸣风萧萧。平沙列万幕，部伍各见招。中天悬明月，令严夜寂寥。悲笳数声动，壮士惨不骄。借问大将谁，恐是霍嫖姚,duplicate
poet.tang.10000.json,c2013b6f-2707-4f63-8fc4-af831d86bc9f,c2013b6f-2707-4f63-8fc4-af831d86bc9f,c2013b6f-2707-4f63-8fc4-af831d86bc9f#0,杜甫,前苦寒行二首 一,original,0,1,56,56,8,七言,七言律诗,train,train,,汉时长安雪一丈，牛马毛寒缩如猬。楚江巫峡冰入怀，虎豹哀号又堪记。秦城老翁荆扬客，惯习炎蒸岁𫄨绤。玄冥祝融气或交，手持白羽未敢释,duplicate
poet.tang.11000.json,cee19f68-28bd-4565-90ef-957426d73e23,cee19f68-28bd-4565-90ef-957426d73e23,cee19f68-28bd-4565-90ef-957426d73e23#0,杜甫,少年行二首 一,original,0,1,28,28,4,七言,七言绝句,train,train,,莫笑田家老瓦盆，自从盛酒长儿孙。倾银注瓦惊人眼，共醉终同卧竹根,duplicate
poet.tang.12000.json,91291a8c-47e3-4a46-9e15-6c27b10e8fff,91291a8c-47e3-4a46-9e15-6c27b10e8fff,91291a8c-47e3-4a46-9e15-6c27b10e8fff#0,張繼,長相思,original,0,1,20,20,4,五言,五言绝句,train,test,,辽阳望河县，白首无由见。海上珊瑚枝，年年寄春燕,duplicate
poet.tang.12000.json,dd6ce904-eab8-49b5-b11d-59e879262177,dd6ce904-eab8-49b5-b11d-59e879262177,dd6ce904-eab8-49b5-b11d-59e879262177#0,韓翃,華亭夜宴庾侍御宅,original,0,1,40,40,8,五言,五言律诗,train,train,,世故他年别，心期此夜同。千峰孤烛外，片雨一更中。酒客逢山简，诗人得谢公。自怜驱匹马，拂曙向关东,duplicate
poet.tang.13000.json,c2370a95-4199-4955-a3a6-924cf42519d4,c2370a95-4199-4955-a3a6-924cf42519d4,c2370a95-4199-4955-a3a6-924cf42519d4#0,劉方平,代宛轉歌二首 二,original,0,1,42,42,8,其他,其他,test,train,,晓将近，黄姑织女银河尽。九华锦衾无复情，千金宝镜谁能引。歌宛转，宛转伤别离。愿作杨与柳，同向玉窗垂,duplicate
poet.tang.13000.json,d8372fb3-059f-4356-b372-01fe81ca5941,d8372fb3-059f-4356-b372-01fe81ca5941,d8372fb3-059f-4356-b372-01fe81ca5941#0,劉方平,烏栖曲二首 一,original,0,1,28,28,4,七言,七言绝句,train,train,,蛾眉曼脸倾城国，鸣环动佩新相识。银汉斜临白玉堂，芙蓉行障掩灯光,duplicate
poet.tang.13000.json,bc6de100-0c6d-4f48-a2ed-f738e4098069,bc6de100-0c6d-4f48-a2ed-f738e4098069,bc6de100-0c6d-4f48-a2ed-f738e4098069#0,劉方平,巫山高,original,0,1,40,40,8,五言,五言律诗,train,train,,楚国巫山秀，清猨日夜啼。万重春树合，十二碧峰齐。峡出朝云下，江来暮雨西。阳台归路直，不畏向家迷,duplicate
poet.tang.13000.json,3ee77bdf-cd73-4f30-847b-b11394b3e630,3ee77bdf-cd73-4f30-847b-b11394b3e630,3ee77bdf-cd73-4f30-847b-b11394b3e630#0,李紓,唐德明興聖廟樂章 迎俎,original,0,1,32,32,8,其他,其他,valid,train,,盛牲实俎，涓选休成。鼎煁阳燧，玉盥阴精。有𫗣嘉豆，既和大羹。侑以清乐，细齐人情,duplicate
poet.tang.13000.json,1e2f5611-3d0e-4b0c-a986-b40a523a5c66,1e2f5611-3d0e-4b0c-a986-b40a523a5c66,1e2f5611-3d0e-4b0c-a986-b40a523a5c66#0,李紓,唐德明興聖廟樂章 興聖酌獻,original,0,1,32,32,8,其他,其他,train,train,,閟宫静谧，合乐周张。泰尊始献，百末重觞。震澹存诚，庶几迪尝。遥源之祚，天汉灵长,duplicate
poet.tang.13000.json,62123595-e471-4263-929f-5bf84d8890c8,62123595-e471-4263-929f-5bf84d8890c8,62123595-e471-4263-929f-5bf84d8890c8#0,李紓,唐德明興聖廟樂章 送神,original,0,1,32,32,8,其他,其他,train,train,,元精回复，灵贶繁滋。风洒兰路，云摇桂旗。高丘缅邈，凉部逶迟。瞻望靡及，缠绵永思,duplicate
poet.tang.13000.json,a47ec48a-49e4-4c2f-ab12-390dad8135cc,a47ec48a-49e4-4c2f-ab12-390dad8135cc,a47ec48a-49e4-4c2f-ab12-390dad8135cc#0,李紓,讓皇帝廟樂章 亞獻終獻,original,0,1,32,32,8,其他,其他,train,train,,秩礼有序，和音既同。九仪不忒，三揖将终。孝感藩后，相维辟公。四时之典，永永无穷,duplicate
poet.tang.13000.json,2ae7016e-6614-4060-92bd-17930bed017a,2ae7016e-6614-4060-92bd-17930bed017a,2ae7016e-6614-4060-92bd-17930bed017a#0,于邵,釋奠武成王樂章 亞獻終獻,original,0,1,40,40,10,其他,其他,test,train,,贰觞以献，三变其终。顾此非馨，尚达斯衷。茅缩可致，神歆载融。始神翊周，拯溺除凶。时维降祐，永绝兴戎,duplicate
poet.tang.13000.json,4973cb28-d9ab-4709-88b0-d86860495d14,4973cb28-d9ab-4709-88b0-d86860495d14,4973cb28-d9ab-4709-88b0-d86860495d14#0,于邵,釋奠武成王樂章 送神,original,0,1,32,32,8,其他,其他,valid,train,,明祀方终，备乐斯阕。黝𫄸就瘗，豆笾告撤。肸蚃尚余，光景云灭。返归虚极，神心则悦,duplicate
poet.tang.13000.json,63950163-6a10-4e74-af8a-09886e4ef2a8,63950163-6a10-4e74-af8a-09886e4ef2a8,63950163-6a10-4e74-af8a-09886e4ef2a8#0,王之渙,登鸛雀樓,original,0,1,20,20,4,五言,五言绝句,train,train,,白日依山尽，黄河入海流。欲穷千里目，更上一层楼,duplicate
poet.tang.13000.json,ad2d6b86-8381-47ab-b445-cc46c28b0be4,ad2d6b86-8381-47ab-b445-cc46c28b0be4,ad2d6b86-8381-47ab-b445-cc46c28b0be4#0,姚係,古別離,original,0,1,40,40,8,五言,五言律诗,train,train,,凉风已袅袅，露重木兰枝。独上高楼望，行人远不知。轻寒入洞户，明月满秋池。燕去鸿方至，年年是别离,duplicate
poet.tang.13000.json,7347c32f-e075-48f9-8e30-ef07fcf12360,7347c32f-e075-48f9-8e30-ef07fcf12360,7347c32f-e075-48f9-8e30-ef07fcf12360#0,李峯,西河郡太原守張夫人挽歌,original,0,1,40,40,8,五言,五言律诗,train,train,,鹊印庆仍传，鱼轩宠莫先。从夫元凯贵，训子孟轲贤。龙是双归日，鸾非独舞年。哀荣今共尽，凄怆杜陵田,duplicate
poet.tang.13000.json,03f92cbe-8ae5-4323-b91d-0c9c52139fea,03f92cbe-8ae5-4323-b91d-0c9c52139fea,03f92cbe-8ae5-4323-b91d-0c9c52139fea#0,嚴維,發桐廬寄劉員外,original,0,1,28,28,4,七言,七言绝句,train,train,,处处云山无尽时，桐庐南望转参差。舟人莫道新安近，欲上潺湲行自迟,duplicate
poet.tang.13000.json,144809ea-be89-4148-aa51-1cf4b44b1895,144809ea-be89-4148-aa51-1cf4b44b1895,144809ea-be89-4148-aa51-1cf4b44b1895#0,顧況,春遊曲 一,original,0,1,40,40,8,五言,五言律诗,train,valid,,游童苏合带，倡女蒲葵扇。初日映城时，相思忽相见。褰裳踏露草，理鬓回花面。薄暮不同归，留情此芳甸,duplicate
poet.tang.13000.json,f980c17f-9772-4c08-a3be-bce750284ae1,f980c17f-9772-4c08-a3be-bce750284ae1,f980c17f-9772-4c08-a3be-bce750284ae1#0,顧況,古離別,original,0,1,24,24,4,其他,其他,train,valid,,西江上，风动麻姑嫁时浪。西山为水水为尘，不是人间离别人,duplicate
poet.tang.13000.json,bba479ed-b4a3-43d6-8487-e268da7913aa,bba479ed-b4a3-43d6-8487-e268da7913aa,bba479ed-b4a3-43d6-8487-e268da7913aa#0,顧況,長安道,original,0,1,0,0,0,空文本,空文本,train,valid,,,empty
poet.tang.13000.json,7cf536fe-b955-47a0-aa04-d5b039a829dc,7cf536fe-b955-47a0-aa04-d5b039a829dc,7cf536fe-b955-47a0-aa04-d5b039a829dc#0,顧況,龍宮操,original,0,1,42,42,6,七言,七言其他,train,valid,,龙宫月明光参差，精卫衔石东飞时。鲛人织绡采藕丝，翻江倒海倾吴蜀。汉女江妃杳相续，龙王宫中水不足,duplicate
poet.tang.13000.json,f79d9f65-cb2f-4ddb-a60e-3ef126825f09,f79d9f65-cb2f-4ddb-a60e-3ef126825f09,f79d9f65-cb2f-4ddb-a60e-3ef126825f09#0,顧況,悲歌 三,original,0,1,28,28,4,七言,七言绝句,train,valid,,新系青丝百尺绳，心在君家辘轳上。我心皎洁君不知，辘轳一转一惆怅,duplicate
poet.tang.13000.json,64bd69e4-ef0a-4190-b60f-e33856617f88,64bd69e4-ef0a-4190-b60f-e33856617f88,64bd69e4-ef0a-4190-b60f-e33856617f88#0,顧況,歸山作,original,0,1,24,24,4,其他,其他,train,valid,,心事数茎白发，生涯一片青山。空林有雪相待，古道无人独还,duplicate
poet.tang.13000.json,2c0f2bae-efe8-4bfc-a965-da116da2532e,2c0f2bae-efe8-4bfc-a965-da116da2532e,2c0f2bae-efe8-4bfc-a965-da116da2532e#0,耿湋,隴西行,original,0,1,40,40,8,五言,五言律诗,test,test,,雪下阳关路，人稀陇戍头。封狐犹未翦，边将岂无羞。白草三冬色，黄云万里愁。因思李都尉，毕竟不封侯,duplicate
poet.tang.14000.json,2b384aaa-49e7-46c3-a17e-6c1e2b562868,2b384aaa-49e7-46c3-a17e-6c1e2b562868,2b384aaa-49e7-46c3-a17e-6c1e2b562868#0,戎昱,苦哉行五首 三,original,0,1,60,60,12,五言,五言长篇/排律,train,train,,登楼望天衢，目极泪盈睫。彊笑无笑容，须妆旧花靥。昔年买奴仆，奴仆来碎叶。岂意未死间，自为匈奴妾。一生忽至此，万事痛苦业。得出塞垣飞，不如彼蜂蝶,duplicate
poet.tang.14000.json,201fce61-24c2-4827-b750-b248c13cda8a,201fce61-24c2-4827-b750-b248c13cda8a,201fce61-24c2-4827-b750-b248c13cda8a#0,戎昱,採蓮曲二首 一,original,0,1,40,40,8,五言,五言律诗,train,train,,虽听采莲曲，讵识采莲心。漾檝爱花远，回船愁浪深。烟生极浦色，日落半江阴。同侣怜波静，看妆堕玉簪,duplicate
poet.tang.14000.json,ccd8b7c0-3d74-4cb0-8980-3dcd5a265a30,ccd8b7c0-3d74-4cb0-8980-3dcd5a265a30,ccd8b7c0-3d74-4cb0-8980-3dcd5a265a30#0,戴叔倫,昭君詞,original,0,1,20,20,4,五言,五言绝句,train,train,,汉宫若远近，路在寒沙上。到死不得归，何人共南望,duplicate
poet.tang.14000.json,16616009-65cd-4aca-9fa7-d811bc47da08,16616009-65cd-4aca-9fa7-d811bc47da08,16616009-65cd-4aca-9fa7-d811bc47da08#0,戴叔倫,關山月二首 一,original,0,1,20,20,4,五言,五言绝句,train,train,,月出照关山，秋风人未还。清光无远近，乡泪半书间,duplicate
poet.tang.14000.json,46c5d728-c508-4eb6-ab70-b3bda8705e74,46c5d728-c508-4eb6-ab70-b3bda8705e74,46c5d728-c508-4eb6-ab70-b3bda8705e74#0,戴叔倫,送王司直,original,0,1,20,20,4,五言,五言绝句,train,train,,西塞云山远，东风道路长。人心胜潮水，相送过浔阳,duplicate
poet.tang.14000.json,3128cf50-ec04-4964-855a-2bc5b0531987,3128cf50-ec04-4964-855a-2bc5b0531987,3128cf50-ec04-4964-855a-2bc5b0531987#0,陸長源,樂府荅孟東野戲贈,original,0,1,20,20,4,五言,五言绝句,valid,valid,,芙蓉初出水，菡萏露中花。风吹著枯木，无奈值空槎,duplicate
